,code,open,high,low,close
1723,002351,54.45,56.0,51.59,
1724,600129,41.0,41.67,40.02,
1725,600481,29.14,29.33,28.56,
1726,300192,19.95,20.5,19.52,
1727,002614,25.4,25.6,24.65,
1728,600834,26.08,26.8,25.12,
1729,600495,28.25,28.59,27.9,
1730,002534,31.3,32.2,30.51,
1731,000049,62.08,62.87,60.1,
1732,600557,40.15,40.97,39.1,
1733,002259,15.2,15.48,14.66,
1734,000999,40.2,41.08,39.27,
1735,600161,51.82,52.0,50.7,
1736,600650,31.52,32.26,30.5,
1737,000961,28.56,28.6,27.8,
1738,603368,111.47,111.5,105.0,
1739,002138,23.75,24.08,23.2,
1740,600636,26.38,26.83,25.85,
1741,600282,7.9,7.99,7.7,
1742,000836,26.18,26.4,25.59,
1743,601600,10.48,10.58,10.11,
1744,000620,18.22,18.56,17.62,
1745,002174,149.99,160.1,146.0,
1746,000656,10.26,10.39,10.06,
1747,002086,34.27,34.55,33.68,
1748,600489,16.38,16.47,16.12,
1749,000960,27.45,27.65,27.06,
1750,300137,26.03,26.25,25.31,
1751,600694,70.21,71.47,68.5,
1752,300383,90.84,92.85,86.82,
1753,600351,18.23,18.42,18.04,
1754,300378,111.9,112.0,105.47,
1755,002453,16.82,17.28,16.59,
1756,002497,12.21,12.3,11.87,
1757,300335,26.5,27.07,25.61,
1758,300252,60.99,61.9,59.86,
1759,300271,69.96,73.7,68.01,
1760,600130,17.8,18.15,17.21,
1761,002711,111.81,115.42,111.81,
1762,002734,47.09,48.21,46.12,
1763,600323,23.65,23.8,23.2,
1764,600705,33.13,33.49,32.0,
1765,000628,23.33,23.56,22.76,
1766,000962,19.8,20.15,19.68,
1767,600655,24.59,25.18,24.0,
1768,002191,18.65,18.83,18.28,
1769,000826,54.61,55.6,53.5,
1770,002273,46.22,47.51,45.21,
1771,002470,28.84,29.14,28.35,
1772,603333,14.9,14.99,14.62,
1773,000856,19.4,20.42,19.18,
1774,600029,12.53,12.74,12.0,
1775,300094,40.03,40.93,39.0,
1776,300054,38.1,38.84,37.1,
1777,002073,28.03,29.1,27.5,
1778,002285,33.3,34.29,32.5,
1779,002431,45.95,48.2,44.5,
1780,300304,36.15,37.51,35.72,
1781,300269,43.75,44.98,41.89,
1782,600630,22.8,23.2,22.45,
1783,600545,22.5,23.27,22.01,
1784,002387,23.88,23.98,23.51,
1785,000516,34.28,34.86,33.62,
1786,002604,20.4,20.8,19.81,
1787,300170,34.18,34.6,33.19,
1788,601727,22.31,22.65,21.75,
1789,600119,38.2,38.8,36.21,
1790,600289,29.48,29.88,28.88,
1791,600256,12.6,12.84,12.35,
1792,002448,19.84,20.02,19.5,
1793,600497,19.73,19.86,19.1,
1794,000967,29.85,29.88,29.1,
1795,600549,34.75,34.79,33.62,
